,GEOID,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)_Estimate!!Total,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)_Estimate!!Total!!Family households,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)_Estimate!!Total!!Family households!!Married-couple family,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)_Estimate!!Total!!Family households!!Other family,"HOUSEHOLD TYPE (INCLUDING LIVING ALONE)_Estimate!!Total!!Family households!!Other family!!Male householder, no wife present","HOUSEHOLD TYPE (INCLUDING LIVING ALONE)_Estimate!!Total!!Family households!!Other family!!Female householder, no husband present",HOUSEHOLD TYPE (INCLUDING LIVING ALONE)_Estimate!!Total!!Nonfamily households,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)_Estimate!!Total!!Nonfamily households!!Householder living alone,HOUSEHOLD TYPE (INCLUDING LIVING ALONE)_Estimate!!Total!!Nonfamily households!!Householder not living alone,YEAR
264,13121001700,2260.0,782.0,369.0,413.0,82.0,331.0,1478.0,1102.0,376.0,2017.0
265,13121000600,1435.0,320.0,257.0,63.0,9.0,54.0,1115.0,640.0,475.0,2010.0
266,13121000600,1879.0,357.0,287.0,70.0,10.0,60.0,1522.0,856.0,666.0,2011.0
267,13121000600,2049.0,395.0,267.0,128.0,10.0,118.0,1654.0,900.0,754.0,2012.0
268,13121000600,2109.0,341.0,264.0,77.0,14.0,63.0,1768.0,1054.0,714.0,2013.0
269,13121000600,2179.0,347.0,256.0,91.0,16.0,75.0,1832.0,967.0,865.0,2014.0
270,13121000600,2132.0,230.0,156.0,74.0,22.0,52.0,1902.0,1174.0,728.0,2015.0
271,13121000600,2106.0,223.0,161.0,62.0,29.0,33.0,1883.0,1230.0,653.0,2016.0
272,13121000600,2383.0,315.0,239.0,76.0,35.0,41.0,2068.0,1413.0,655.0,2017.0
273,13121000200,2899.0,1293.0,1089.0,204.0,50.0,154.0,1606.0,1014.0,592.0,2010.0
274,13121000200,2733.0,1083.0,908.0,175.0,48.0,127.0,1650.0,1072.0,578.0,2011.0
275,13121000200,2711.0,1105.0,923.0,182.0,43.0,139.0,1606.0,1077.0,529.0,2012.0
276,13121000200,2779.0,1287.0,1045.0,242.0,69.0,173.0,1492.0,1015.0,477.0,2013.0
277,13121000200,2754.0,1188.0,1026.0,162.0,51.0,111.0,1566.0,1104.0,462.0,2014.0
278,13121000200,2925.0,1203.0,1098.0,105.0,33.0,72.0,1722.0,1226.0,496.0,2015.0
279,13121000200,2897.0,1267.0,1124.0,143.0,65.0,78.0,1630.0,1159.0,471.0,2016.0
280,13121000200,2777.0,1271.0,1112.0,159.0,69.0,90.0,1506.0,1047.0,459.0,2017.0
281,13121000400,1055.0,332.0,314.0,18.0,0.0,18.0,723.0,644.0,79.0,2010.0
282,13121000400,1057.0,369.0,346.0,23.0,5.0,18.0,688.0,591.0,97.0,2011.0
283,13121000400,998.0,336.0,309.0,27.0,15.0,12.0,662.0,562.0,100.0,2012.0
284,13121000400,948.0,324.0,290.0,34.0,16.0,18.0,624.0,524.0,100.0,2013.0
285,13121000400,874.0,326.0,294.0,32.0,12.0,20.0,548.0,463.0,85.0,2014.0
286,13121000400,813.0,276.0,247.0,29.0,13.0,16.0,537.0,435.0,102.0,2015.0
287,13121000400,865.0,322.0,287.0,35.0,13.0,22.0,543.0,455.0,88.0,2016.0
288,13121000400,934.0,327.0,283.0,44.0,23.0,21.0,607.0,525.0,82.0,2017.0
289,13121000100,2023.0,1193.0,937.0,256.0,141.0,115.0,830.0,705.0,125.0,2010.0
290,13121000100,1896.0,1092.0,855.0,237.0,102.0,135.0,804.0,652.0,152.0,2011.0
291,13121000100,1848.0,1027.0,898.0,129.0,49.0,80.0,821.0,674.0,147.0,2012.0
292,13121000100,1877.0,1043.0,883.0,160.0,48.0,112.0,834.0,678.0,156.0,2013.0
293,13121000100,1807.0,1080.0,935.0,145.0,31.0,114.0,727.0,588.0,139.0,2014.0
294,13121000100,1847.0,1156.0,992.0,164.0,49.0,115.0,691.0,509.0,182.0,2015.0
295,13121000100,1856.0,1225.0,1071.0,154.0,56.0,98.0,631.0,501.0,130.0,2016.0
296,13121000100,1969.0,1267.0,1132.0,135.0,61.0,74.0,702.0,498.0,204.0,2017.0
297,13121010206,1928.0,1560.0,1415.0,145.0,84.0,61.0,368.0,274.0,94.0,2010.0
298,13121010206,1905.0,1552.0,1455.0,97.0,44.0,53.0,353.0,270.0,83.0,2011.0
299,13121010206,1905.0,1444.0,1348.0,96.0,32.0,64.0,461.0,352.0,109.0,2012.0
300,13121010206,1979.0,1458.0,1368.0,90.0,32.0,58.0,521.0,428.0,93.0,2013.0
301,13121010206,2014.0,1500.0,1427.0,73.0,9.0,64.0,514.0,449.0,65.0,2014.0
302,13121010206,2116.0,1517.0,1422.0,95.0,10.0,85.0,599.0,517.0,82.0,2015.0
303,13121010206,2228.0,1577.0,1464.0,113.0,39.0,74.0,651.0,556.0,95.0,2016.0
304,13121010206,2328.0,1694.0,1558.0,136.0,43.0,93.0,634.0,574.0,60.0,2017.0
305,13121006602,390.0,119.0,2.0,117.0,15.0,102.0,271.0,223.0,48.0,2010.0
306,13121006602,371.0,119.0,10.0,109.0,22.0,87.0,252.0,211.0,41.0,2011.0
307,13121006602,410.0,173.0,30.0,143.0,23.0,120.0,237.0,197.0,40.0,2012.0
308,13121006602,367.0,212.0,35.0,177.0,16.0,161.0,155.0,139.0,16.0,2013.0
309,13121006602,401.0,240.0,44.0,196.0,26.0,170.0,161.0,150.0,11.0,2014.0
310,13121006602,421.0,276.0,67.0,209.0,34.0,175.0,145.0,134.0,11.0,2015.0
311,13121006602,436.0,260.0,61.0,199.0,31.0,168.0,176.0,157.0,19.0,2016.0
312,13121006602,441.0,206.0,41.0,165.0,24.0,141.0,235.0,200.0,35.0,2017.0
313,13121002900,999.0,175.0,92.0,83.0,18.0,65.0,824.0,598.0,226.0,2010.0
314,13121002900,1072.0,162.0,89.0,73.0,34.0,39.0,910.0,587.0,323.0,2011.0
315,13121002900,1085.0,207.0,145.0,62.0,12.0,50.0,878.0,561.0,317.0,2012.0
316,13121002900,1179.0,222.0,184.0,38.0,20.0,18.0,957.0,659.0,298.0,2013.0
317,13121002900,1340.0,246.0,177.0,69.0,51.0,18.0,1094.0,746.0,348.0,2014.0
318,13121002900,1323.0,239.0,173.0,66.0,43.0,23.0,1084.0,735.0,349.0,2015.0
319,13121002900,1247.0,288.0,205.0,83.0,43.0,40.0,959.0,728.0,231.0,2016.0
320,13121002900,1266.0,294.0,209.0,85.0,38.0,47.0,972.0,724.0,248.0,2017.0
321,13121007705,1779.0,681.0,213.0,468.0,40.0,428.0,1098.0,976.0,122.0,2010.0
322,13121007705,1895.0,819.0,190.0,629.0,43.0,586.0,1076.0,974.0,102.0,2011.0
323,13121007705,1981.0,906.0,234.0,672.0,58.0,614.0,1075.0,1046.0,29.0,2012.0
324,13121007705,1934.0,894.0,275.0,619.0,81.0,538.0,1040.0,1031.0,9.0,2013.0
325,13121007705,1960.0,981.0,286.0,695.0,96.0,599.0,979.0,970.0,9.0,2014.0
326,13121007705,1926.0,957.0,255.0,702.0,132.0,570.0,969.0,938.0,31.0,2015.0
327,13121007705,1871.0,903.0,203.0,700.0,163.0,537.0,968.0,896.0,72.0,2016.0
328,13121007705,1772.0,832.0,185.0,647.0,86.0,561.0,940.0,877.0,63.0,2017.0
329,13121009603,2176.0,560.0,504.0,56.0,37.0,19.0,1616.0,1436.0,180.0,2010.0
330,13121009603,2096.0,517.0,482.0,35.0,35.0,0.0,1579.0,1391.0,188.0,2011.0
331,13121009603,2023.0,566.0,472.0,94.0,55.0,39.0,1457.0,1276.0,181.0,2012.0
332,13121009603,2068.0,592.0,467.0,125.0,68.0,57.0,1476.0,1309.0,167.0,2013.0
333,13121009603,2146.0,749.0,594.0,155.0,84.0,71.0,1397.0,1249.0,148.0,2014.0
334,13121009603,2294.0,743.0,597.0,146.0,57.0,89.0,1551.0,1321.0,230.0,2015.0
335,13121009603,2631.0,828.0,675.0,153.0,56.0,97.0,1803.0,1601.0,202.0,2016.0
336,13121009603,2691.0,723.0,634.0,89.0,42.0,47.0,1968.0,1699.0,269.0,2017.0
337,13121009601,1242.0,389.0,349.0,40.0,0.0,40.0,853.0,712.0,141.0,2010.0
338,13121009601,1267.0,350.0,306.0,44.0,0.0,44.0,917.0,704.0,213.0,2011.0
339,13121009601,1264.0,396.0,344.0,52.0,0.0,52.0,868.0,644.0,224.0,2012.0
340,13121009601,1268.0,367.0,292.0,75.0,0.0,75.0,901.0,624.0,277.0,2013.0
341,13121009601,1330.0,318.0,268.0,50.0,12.0,38.0,1012.0,745.0,267.0,2014.0
342,13121009601,1279.0,343.0,274.0,69.0,13.0,56.0,936.0,679.0,257.0,2015.0
343,13121009601,1349.0,388.0,301.0,87.0,27.0,60.0,961.0,745.0,216.0,2016.0
344,13121009601,1388.0,384.0,257.0,127.0,42.0,85.0,1004.0,714.0,290.0,2017.0
345,13121009801,1734.0,1140.0,1064.0,76.0,15.0,61.0,594.0,574.0,20.0,2010.0
346,13121009801,1739.0,1100.0,995.0,105.0,15.0,90.0,639.0,617.0,22.0,2011.0
347,13121009801,1745.0,1150.0,1073.0,77.0,0.0,77.0,595.0,595.0,0.0,2012.0
348,13121009801,1792.0,1192.0,1123.0,69.0,0.0,69.0,600.0,600.0,0.0,2013.0
349,13121009801,1782.0,1157.0,1098.0,59.0,20.0,39.0,625.0,604.0,21.0,2014.0
350,13121009801,1900.0,1226.0,1174.0,52.0,19.0,33.0,674.0,642.0,32.0,2015.0
351,13121009801,1939.0,1168.0,1133.0,35.0,17.0,18.0,771.0,740.0,31.0,2016.0
352,13121009801,1962.0,1144.0,1107.0,37.0,16.0,21.0,818.0,790.0,28.0,2017.0
353,13121011900,1120.0,263.0,117.0,146.0,70.0,76.0,857.0,741.0,116.0,2010.0
354,13121011900,1108.0,299.0,115.0,184.0,82.0,102.0,809.0,656.0,153.0,2011.0
355,13121011900,1120.0,146.0,63.0,83.0,38.0,45.0,974.0,799.0,175.0,2012.0
356,13121011900,1417.0,197.0,90.0,107.0,35.0,72.0,1220.0,1071.0,149.0,2013.0
357,13121011900,1548.0,169.0,89.0,80.0,10.0,70.0,1379.0,1210.0,169.0,2014.0
358,13121011900,1720.0,187.0,93.0,94.0,34.0,60.0,1533.0,1338.0,195.0,2015.0
359,13121011900,1777.0,177.0,89.0,88.0,17.0,71.0,1600.0,1396.0,204.0,2016.0
360,13121011900,1842.0,203.0,98.0,105.0,24.0,81.0,1639.0,1460.0,179.0,2017.0
361,13121001202,2424.0,355.0,264.0,91.0,91.0,0.0,2069.0,1727.0,342.0,2010.0
362,13121001202,2457.0,449.0,363.0,86.0,86.0,0.0,2008.0,1637.0,371.0,2011.0
363,13121001202,2475.0,377.0,305.0,72.0,72.0,0.0,2098.0,1809.0,289.0,2012.0
364,13121001202,2549.0,372.0,316.0,56.0,56.0,0.0,2177.0,1949.0,228.0,2013.0
365,13121001202,2623.0,376.0,346.0,30.0,12.0,18.0,2247.0,2016.0,231.0,2014.0
366,13121001202,2771.0,495.0,413.0,82.0,66.0,16.0,2276.0,1992.0,284.0,2015.0
367,13121001202,2927.0,531.0,415.0,116.0,63.0,53.0,2396.0,2089.0,307.0,2016.0
368,13121001202,2945.0,582.0,459.0,123.0,74.0,49.0,2363.0,2053.0,310.0,2017.0
369,13121009102,1892.0,464.0,447.0,17.0,8.0,9.0,1428.0,1204.0,224.0,2010.0
370,13121009102,1878.0,497.0,479.0,18.0,10.0,8.0,1381.0,1240.0,141.0,2011.0
371,13121009102,1982.0,483.0,443.0,40.0,9.0,31.0,1499.0,1272.0,227.0,2012.0
372,13121009102,2021.0,460.0,448.0,12.0,7.0,5.0,1561.0,1292.0,269.0,2013.0
373,13121009102,1904.0,401.0,377.0,24.0,10.0,14.0,1503.0,1275.0,228.0,2014.0
374,13121009102,1867.0,421.0,397.0,24.0,0.0,24.0,1446.0,1194.0,252.0,2015.0
375,13121009102,1816.0,446.0,390.0,56.0,9.0,47.0,1370.0,1130.0,240.0,2016.0
376,13121009102,1755.0,523.0,477.0,46.0,11.0,35.0,1232.0,1033.0,199.0,2017.0
377,13089020802,1702.0,936.0,531.0,405.0,54.0,351.0,766.0,597.0,169.0,2010.0
378,13089020802,1763.0,922.0,479.0,443.0,79.0,364.0,841.0,659.0,182.0,2011.0
379,13089020802,1676.0,874.0,468.0,406.0,72.0,334.0,802.0,668.0,134.0,2012.0
380,13089020802,1634.0,936.0,509.0,427.0,51.0,376.0,698.0,622.0,76.0,2013.0
381,13089020802,1623.0,956.0,502.0,454.0,76.0,378.0,667.0,574.0,93.0,2014.0
382,13089020802,1640.0,954.0,501.0,453.0,81.0,372.0,686.0,584.0,102.0,2015.0
383,13089020802,1700.0,1015.0,591.0,424.0,42.0,382.0,685.0,564.0,121.0,2016.0
384,13089020802,1783.0,1081.0,633.0,448.0,53.0,395.0,702.0,591.0,111.0,2017.0
385,13121001201,2277.0,363.0,336.0,27.0,17.0,10.0,1914.0,1555.0,359.0,2010.0
386,13121001201,2402.0,547.0,429.0,118.0,21.0,97.0,1855.0,1514.0,341.0,2011.0
387,13121001201,2403.0,612.0,478.0,134.0,20.0,114.0,1791.0,1502.0,289.0,2012.0
388,13121001201,2428.0,585.0,465.0,120.0,0.0,120.0,1843.0,1545.0,298.0,2013.0
389,13121001201,2443.0,523.0,416.0,107.0,0.0,107.0,1920.0,1649.0,271.0,2014.0
390,13121001201,2534.0,654.0,524.0,130.0,0.0,130.0,1880.0,1513.0,367.0,2015.0
391,13121001201,2552.0,578.0,535.0,43.0,0.0,43.0,1974.0,1642.0,332.0,2016.0
392,13121001201,2680.0,527.0,464.0,63.0,16.0,47.0,2153.0,1802.0,351.0,2017.0
393,13121001001,638.0,154.0,134.0,20.0,11.0,9.0,484.0,388.0,96.0,2010.0
394,13121001001,733.0,130.0,109.0,21.0,13.0,8.0,603.0,482.0,121.0,2011.0
395,13121001001,786.0,112.0,100.0,12.0,0.0,12.0,674.0,512.0,162.0,2012.0
396,13121001001,697.0,101.0,88.0,13.0,0.0,13.0,596.0,435.0,161.0,2013.0
397,13121001001,734.0,109.0,104.0,5.0,0.0,5.0,625.0,473.0,152.0,2014.0
398,13121001001,770.0,140.0,119.0,21.0,0.0,21.0,630.0,457.0,173.0,2015.0
399,13121001001,782.0,170.0,146.0,24.0,0.0,24.0,612.0,443.0,169.0,2016.0
400,13121001001,818.0,198.0,168.0,30.0,0.0,30.0,620.0,430.0,190.0,2017.0
401,13121008903,961.0,520.0,241.0,279.0,99.0,180.0,441.0,410.0,31.0,2010.0
402,13121008903,1048.0,515.0,207.0,308.0,134.0,174.0,533.0,419.0,114.0,2011.0
403,13121008903,860.0,373.0,161.0,212.0,111.0,101.0,487.0,344.0,143.0,2012.0
404,13121008903,788.0,347.0,188.0,159.0,76.0,83.0,441.0,307.0,134.0,2013.0
405,13121008903,650.0,344.0,153.0,191.0,107.0,84.0,306.0,220.0,86.0,2014.0
406,13121008903,640.0,272.0,148.0,124.0,44.0,80.0,368.0,283.0,85.0,2015.0
407,13121008903,725.0,295.0,144.0,151.0,47.0,104.0,430.0,370.0,60.0,2016.0
408,13121008903,784.0,282.0,148.0,134.0,22.0,112.0,502.0,431.0,71.0,2017.0
409,13121004300,613.0,188.0,77.0,111.0,55.0,56.0,425.0,313.0,112.0,2010.0
410,13121004300,540.0,116.0,25.0,91.0,42.0,49.0,424.0,333.0,91.0,2011.0
411,13121004300,487.0,103.0,22.0,81.0,9.0,72.0,384.0,324.0,60.0,2012.0
412,13121004300,479.0,118.0,4.0,114.0,16.0,98.0,361.0,265.0,96.0,2013.0
413,13121004300,537.0,135.0,6.0,129.0,3.0,126.0,402.0,296.0,106.0,2014.0
414,13121004300,599.0,153.0,21.0,132.0,7.0,125.0,446.0,294.0,152.0,2015.0
415,13121004300,671.0,214.0,29.0,185.0,7.0,178.0,457.0,297.0,160.0,2016.0
416,13121004300,699.0,213.0,29.0,184.0,6.0,178.0,486.0,309.0,177.0,2017.0
417,13121007603,2219.0,1042.0,249.0,793.0,108.0,685.0,1177.0,1068.0,109.0,2010.0
418,13121007603,2159.0,1021.0,302.0,719.0,70.0,649.0,1138.0,964.0,174.0,2011.0
419,13121007603,2170.0,1043.0,229.0,814.0,75.0,739.0,1127.0,938.0,189.0,2012.0
420,13121007603,2131.0,865.0,147.0,718.0,64.0,654.0,1266.0,1055.0,211.0,2013.0
421,13121007603,2061.0,860.0,203.0,657.0,62.0,595.0,1201.0,1059.0,142.0,2014.0
422,13121007603,2018.0,853.0,226.0,627.0,110.0,517.0,1165.0,1013.0,152.0,2015.0
423,13121007603,2049.0,820.0,169.0,651.0,98.0,553.0,1229.0,1135.0,94.0,2016.0
424,13121007603,2152.0,774.0,212.0,562.0,105.0,457.0,1378.0,1285.0,93.0,2017.0
425,13121007604,1000.0,581.0,136.0,445.0,41.0,404.0,419.0,403.0,16.0,2010.0
426,13121007604,1027.0,653.0,142.0,511.0,52.0,459.0,374.0,374.0,0.0,2011.0
427,13121007604,1004.0,609.0,61.0,548.0,68.0,480.0,395.0,366.0,29.0,2012.0
428,13121007604,920.0,541.0,34.0,507.0,28.0,479.0,379.0,352.0,27.0,2013.0
429,13121007604,980.0,460.0,52.0,408.0,47.0,361.0,520.0,486.0,34.0,2014.0
430,13121007604,913.0,435.0,61.0,374.0,29.0,345.0,478.0,431.0,47.0,2015.0
431,13121007604,928.0,399.0,42.0,357.0,30.0,327.0,529.0,486.0,43.0,2016.0
432,13121007604,990.0,416.0,46.0,370.0,18.0,352.0,574.0,547.0,27.0,2017.0
433,13121007703,1613.0,882.0,304.0,578.0,34.0,544.0,731.0,690.0,41.0,2010.0
434,13121007703,1516.0,914.0,329.0,585.0,49.0,536.0,602.0,602.0,0.0,2011.0
435,13121007703,1423.0,817.0,321.0,496.0,24.0,472.0,606.0,583.0,23.0,2012.0
436,13121007703,1501.0,864.0,389.0,475.0,72.0,403.0,637.0,600.0,37.0,2013.0
437,13121007703,1481.0,813.0,394.0,419.0,77.0,342.0,668.0,598.0,70.0,2014.0
438,13121007703,1499.0,837.0,461.0,376.0,74.0,302.0,662.0,568.0,94.0,2015.0
439,13121007703,1543.0,927.0,477.0,450.0,82.0,368.0,616.0,532.0,84.0,2016.0
440,13121007703,1518.0,991.0,493.0,498.0,97.0,401.0,527.0,442.0,85.0,2017.0
441,13121007704,1409.0,807.0,445.0,362.0,98.0,264.0,602.0,471.0,131.0,2010.0
442,13121007704,1656.0,1052.0,416.0,636.0,125.0,511.0,604.0,515.0,89.0,2011.0
443,13121007704,1774.0,1082.0,488.0,594.0,79.0,515.0,692.0,557.0,135.0,2012.0
444,13121007704,1799.0,1055.0,465.0,590.0,103.0,487.0,744.0,599.0,145.0,2013.0
445,13121007704,1906.0,1130.0,445.0,685.0,164.0,521.0,776.0,616.0,160.0,2014.0
446,13121007704,1926.0,1167.0,435.0,732.0,177.0,555.0,759.0,640.0,119.0,2015.0
447,13121007704,2002.0,1174.0,448.0,726.0,125.0,601.0,828.0,694.0,134.0,2016.0
448,13121007704,2058.0,1239.0,442.0,797.0,161.0,636.0,819.0,724.0,95.0,2017.0
449,13121009501,1885.0,1179.0,1102.0,77.0,16.0,61.0,706.0,662.0,44.0,2010.0
450,13121009501,1751.0,1196.0,1140.0,56.0,16.0,40.0,555.0,530.0,25.0,2011.0
451,13121009501,1730.0,1209.0,1135.0,74.0,43.0,31.0,521.0,496.0,25.0,2012.0
452,13121009501,1648.0,1223.0,1151.0,72.0,40.0,32.0,425.0,401.0,24.0,2013.0
453,13121009501,1678.0,1095.0,1044.0,51.0,21.0,30.0,583.0,544.0,39.0,2014.0
454,13121009501,1641.0,1134.0,1091.0,43.0,26.0,17.0,507.0,470.0,37.0,2015.0
455,13121009501,1674.0,1113.0,1033.0,80.0,60.0,20.0,561.0,502.0,59.0,2016.0
456,13121009501,1651.0,1067.0,1015.0,52.0,32.0,20.0,584.0,520.0,64.0,2017.0
457,13089020700,941.0,372.0,209.0,163.0,57.0,106.0,569.0,455.0,114.0,2010.0
458,13089020700,918.0,349.0,205.0,144.0,59.0,85.0,569.0,429.0,140.0,2011.0
459,13089020700,935.0,341.0,191.0,150.0,59.0,91.0,594.0,457.0,137.0,2012.0
460,13089020700,907.0,357.0,237.0,120.0,23.0,97.0,550.0,405.0,145.0,2013.0
461,13089020700,893.0,339.0,200.0,139.0,12.0,127.0,554.0,394.0,160.0,2014.0
462,13089020700,918.0,357.0,211.0,146.0,28.0,118.0,561.0,393.0,168.0,2015.0
463,13089020700,979.0,447.0,282.0,165.0,26.0,139.0,532.0,394.0,138.0,2016.0
464,13089020700,962.0,434.0,295.0,139.0,12.0,127.0,528.0,398.0,130.0,2017.0
465,13121008902,3167.0,1013.0,920.0,93.0,54.0,39.0,2154.0,1544.0,610.0,2010.0
466,13121008902,3179.0,953.0,878.0,75.0,30.0,45.0,2226.0,1577.0,649.0,2011.0
467,13121008902,3308.0,973.0,876.0,97.0,35.0,62.0,2335.0,1841.0,494.0,2012.0
468,13121008902,3324.0,822.0,757.0,65.0,16.0,49.0,2502.0,1948.0,554.0,2013.0
469,13121008902,3554.0,756.0,670.0,86.0,15.0,71.0,2798.0,2160.0,638.0,2014.0
470,13121008902,3666.0,789.0,668.0,121.0,34.0,87.0,2877.0,2255.0,622.0,2015.0
471,13121008902,3816.0,902.0,744.0,158.0,67.0,91.0,2914.0,2287.0,627.0,2016.0
472,13121008902,3761.0,957.0,743.0,214.0,130.0,84.0,2804.0,2235.0,569.0,2017.0
473,13121009403,2657.0,431.0,265.0,166.0,62.0,104.0,2226.0,1577.0,649.0,2010.0
474,13121009403,2825.0,551.0,379.0,172.0,59.0,113.0,2274.0,1653.0,621.0,2011.0
475,13121009403,2776.0,595.0,420.0,175.0,40.0,135.0,2181.0,1641.0,540.0,2012.0
476,13121009403,2840.0,733.0,378.0,355.0,108.0,247.0,2107.0,1607.0,500.0,2013.0
477,13121009403,2854.0,847.0,396.0,451.0,141.0,310.0,2007.0,1628.0,379.0,2014.0
478,13121009403,2789.0,666.0,311.0,355.0,120.0,235.0,2123.0,1767.0,356.0,2015.0
479,13121009403,2646.0,613.0,246.0,367.0,89.0,278.0,2033.0,1769.0,264.0,2016.0
480,13121009403,2787.0,676.0,298.0,378.0,96.0,282.0,2111.0,1765.0,346.0,2017.0
481,13121009602,2236.0,776.0,685.0,91.0,16.0,75.0,1460.0,1218.0,242.0,2010.0
482,13121009602,2371.0,823.0,698.0,125.0,20.0,105.0,1548.0,1318.0,230.0,2011.0
483,13121009602,2574.0,927.0,805.0,122.0,35.0,87.0,1647.0,1432.0,215.0,2012.0
484,13121009602,2659.0,1111.0,1015.0,96.0,35.0,61.0,1548.0,1381.0,167.0,2013.0
485,13121009602,2688.0,1114.0,1029.0,85.0,13.0,72.0,1574.0,1419.0,155.0,2014.0
486,13121009602,2703.0,1093.0,1039.0,54.0,10.0,44.0,1610.0,1486.0,124.0,2015.0
487,13121009602,2787.0,1174.0,1060.0,114.0,35.0,79.0,1613.0,1452.0,161.0,2016.0
488,13121009602,2746.0,1098.0,975.0,123.0,45.0,78.0,1648.0,1505.0,143.0,2017.0
489,13121009404,2347.0,604.0,499.0,105.0,39.0,66.0,1743.0,1496.0,247.0,2010.0
490,13121009404,2368.0,684.0,508.0,176.0,127.0,49.0,1684.0,1420.0,264.0,2011.0
491,13121009404,2330.0,744.0,573.0,171.0,122.0,49.0,1586.0,1192.0,394.0,2012.0
492,13121009404,2297.0,770.0,554.0,216.0,131.0,85.0,1527.0,1186.0,341.0,2013.0
493,13121009404,2321.0,843.0,612.0,231.0,141.0,90.0,1478.0,1139.0,339.0,2014.0
494,13121009404,2388.0,957.0,724.0,233.0,133.0,100.0,1431.0,1135.0,296.0,2015.0
495,13121009404,2302.0,812.0,684.0,128.0,34.0,94.0,1490.0,1209.0,281.0,2016.0
496,13121009404,2360.0,824.0,686.0,138.0,15.0,123.0,1536.0,1232.0,304.0,2017.0
497,13121009502,2386.0,478.0,392.0,86.0,18.0,68.0,1908.0,1696.0,212.0,2010.0
498,13121009502,2123.0,508.0,343.0,165.0,17.0,148.0,1615.0,1429.0,186.0,2011.0
499,13121009502,1993.0,410.0,291.0,119.0,0.0,119.0,1583.0,1435.0,148.0,2012.0
500,13121009502,1867.0,611.0,416.0,195.0,0.0,195.0,1256.0,1120.0,136.0,2013.0
501,13121009502,1750.0,551.0,408.0,143.0,0.0,143.0,1199.0,1031.0,168.0,2014.0
502,13121009502,1612.0,566.0,434.0,132.0,0.0,132.0,1046.0,907.0,139.0,2015.0
503,13121009502,1806.0,605.0,480.0,125.0,17.0,108.0,1201.0,1041.0,160.0,2016.0
504,13121009502,1896.0,689.0,575.0,114.0,15.0,99.0,1207.0,1035.0,172.0,2017.0
505,13121010114,2768.0,1153.0,935.0,218.0,23.0,195.0,1615.0,1119.0,496.0,2010.0
506,13121010114,2799.0,1277.0,1106.0,171.0,25.0,146.0,1522.0,1034.0,488.0,2011.0
507,13121010114,2792.0,1115.0,944.0,171.0,33.0,138.0,1677.0,1156.0,521.0,2012.0
508,13121010114,2809.0,1256.0,1031.0,225.0,101.0,124.0,1553.0,1099.0,454.0,2013.0
509,13121010114,2962.0,1452.0,1099.0,353.0,142.0,211.0,1510.0,1159.0,351.0,2014.0
510,13121010114,2987.0,1438.0,1161.0,277.0,131.0,146.0,1549.0,1249.0,300.0,2015.0
511,13121010114,2938.0,1420.0,1046.0,374.0,129.0,245.0,1518.0,1338.0,180.0,2016.0
512,13121010114,3013.0,1455.0,1058.0,397.0,137.0,260.0,1558.0,1354.0,204.0,2017.0
513,13121011800,1068.0,556.0,102.0,454.0,86.0,368.0,512.0,342.0,170.0,2010.0
514,13121011800,1115.0,505.0,57.0,448.0,87.0,361.0,610.0,381.0,229.0,2011.0
515,13121011800,1236.0,371.0,95.0,276.0,75.0,201.0,865.0,491.0,374.0,2012.0
516,13121011800,1188.0,284.0,68.0,216.0,75.0,141.0,904.0,632.0,272.0,2013.0
517,13121011800,1266.0,299.0,60.0,239.0,70.0,169.0,967.0,692.0,275.0,2014.0
518,13121011800,1324.0,277.0,105.0,172.0,46.0,126.0,1047.0,786.0,261.0,2015.0
519,13121011800,1231.0,317.0,129.0,188.0,25.0,163.0,914.0,704.0,210.0,2016.0
520,13121011800,1096.0,320.0,103.0,217.0,29.0,188.0,776.0,618.0,158.0,2017.0
521,13089020600,897.0,376.0,225.0,151.0,0.0,151.0,521.0,409.0,112.0,2010.0
522,13089020600,826.0,335.0,181.0,154.0,4.0,150.0,491.0,396.0,95.0,2011.0
523,13089020600,780.0,341.0,194.0,147.0,4.0,143.0,439.0,356.0,83.0,2012.0
524,13089020600,807.0,319.0,186.0,133.0,14.0,119.0,488.0,370.0,118.0,2013.0
525,13089020600,851.0,387.0,194.0,193.0,14.0,179.0,464.0,341.0,123.0,2014.0
526,13089020600,950.0,418.0,183.0,235.0,14.0,221.0,532.0,401.0,131.0,2015.0
527,13089020600,1033.0,500.0,181.0,319.0,13.0,306.0,533.0,410.0,123.0,2016.0
528,13089020600,976.0,493.0,223.0,270.0,3.0,267.0,483.0,344.0,139.0,2017.0
529,13089020400,1184.0,476.0,349.0,127.0,19.0,108.0,708.0,406.0,302.0,2010.0
530,13089020400,1158.0,471.0,353.0,118.0,14.0,104.0,687.0,388.0,299.0,2011.0
531,13089020400,1158.0,560.0,449.0,111.0,15.0,96.0,598.0,361.0,237.0,2012.0
532,13089020400,1154.0,532.0,444.0,88.0,17.0,71.0,622.0,415.0,207.0,2013.0
533,13089020400,1169.0,553.0,471.0,82.0,20.0,62.0,616.0,473.0,143.0,2014.0
